ProductDetailID,ProductName,ProductGroupID,SKU,Price,StockQuantity,Manufacturer,SupplierID,WarrantyPeriod,ProductDescription,ReleaseDate,Status
4999,Doctor Finish,41,b2ce92f2-6772-41ca-a563-fe8397ef491f,3777.73,364,"Johnson, Wilson and House",28,6 months,"Positive others should respond structure will. Than low eight such.
Avoid different ball middle investment market. Lose billion out government energy.",2022-12-05,Out of Stock
1346,Some Little,58,ebf74589-3f24-4b98-8839-e26fc43a40fe,1843.54,290,Clark Ltd,124,6 months,"Man effect second. Great before station onto life describe. Someone occur company civil its plan than.
Measure add boy other body friend. National safe mother later community customer fine.",2020-11-28,Out of Stock
2567,Data Area,87,deaef533-f245-4043-acb0-bea7e117bff7,94.42,922,"Richardson, Davis and Torres",26,3 years,Since available trouble red. Relationship turn and price. Choice great newspaper network industry total.,2021-06-19,Discontinued
2230,Seem Civil,70,73e42a5b-2130-497f-a0a5-008c3e234856,4324.46,221,Thomas-Copeland,26,1 year,Debate boy along adult less some same reflect. Nor certainly contain control service those girl. Old important everything leader me discover simple particular.,2023-10-17,Out of Stock
8741,Today A,35,0ab264b9-4778-4d58-bdc1-000c8390e68a,4036.02,318,Watson-Miller,138,1 year,"Law rock make result design trouble arm. Whom list analysis. Camera between term card many under.
Young more want its artist officer together. Should staff series.",2024-04-06,Discontinued
9738,Administration Democratic,43,6c25eb50-3c16-432c-a903-880087cd3148,257.03,699,Shaffer and Sons,91,6 months,"Hear glass church usually with. Consumer role special this ahead unit. Leader he fire stage.
Keep remain rate opportunity yet long. Change serve consider season.",2024-01-09,Available
8914,Time Election,70,a2d09a36-986b-4a83-b3de-7c9a849e7701,4308.07,993,Gill and Sons,174,6 months,Economic yard toward candidate think drug relationship. Assume economic get find. Age run sell wife enjoy.,2020-01-28,Discontinued
9670,History Establish,86,a6b65b28-ebb1-4b29-b175-bf0780e3bfb7,40.96,519,"Powers, Schmidt and Fernandez",42,2 years,Class huge grow religious generation during. Describe pay appear level.,2023-06-05,Available
2565,Trial Eye,66,b595a73a-d44a-486d-b7a1-d70028a5ff9b,2418.4,457,"Rivera, Stewart and Wilson",5,3 years,"Authority contain protect send. Smile open rule senior others either yard.
Professional wait could speak. Country break line put.",2021-11-29,Available
5084,Whether World,17,b1c1b9c7-3f78-4b0f-935e-2786d657d628,232.21,800,Alvarez and Sons,177,6 months,Language new pick involve she nor decade project. Art sea reality citizen old space wish wonder. Republican middle beautiful if final arrive sell month.,2021-10-22,Available
7978,Head Nor,65,ca110e3d-4036-4fac-aec2-9ad4d814788d,3700.84,7,Johns PLC,90,2 years,"Language day create media operation PM director lead. Minute decide certainly international. Task stay ability light.
Place employee only. Record factor serve.",2022-03-24,Out of Stock
3929,Pattern Newspaper,96,69415402-5ee9-4120-96c2-c0ebf05f46df,142.08,857,Jimenez-Ruiz,33,1 year,Up human heart beyond wall. Character truth keep fear series owner. Road health affect sea.,2023-07-02,Out of Stock
1163,On Decade,29,739adceb-1a20-4e29-b3ed-e04c3c95efb4,729.36,588,"Glenn, Smith and Thompson",61,6 months,"Answer environmental same market trial safe.
Stuff minute usually table. Hundred TV gas table car. Fund course fight three TV the.",2022-09-18,Out of Stock
1550,Despite Rock,4,ce161447-fedb-4861-8ed1-5cfdbcbff56c,1940.51,390,"Livingston, Crawford and Anderson",194,6 months,"Little relationship suddenly. Name attack lose.
Foot dream everybody claim our body interesting call.",2020-06-17,Discontinued
976,Back Pressure,2,181cdb12-7f2c-405a-9088-d723ab3e421e,2975.13,41,"Jones, Todd and Pierce",66,1 year,"On care current my capital. Next these serious health right arrive.
Woman sort particularly partner drop television place.",2021-09-07,Available
9120,We Reach,85,ed3effd4-4100-4d57-9b77-bfd05e33d52d,83.16,677,Clark Ltd,23,6 months,"Series former law participant letter idea the. Rise throughout doctor rich. Walk reach dream eye.
Ball style something you. Usually theory give because wonder even guy. Record point ground.",2023-10-07,Available
125,Account For,21,d88e362d-a3c1-45d6-85d9-26ab833f5c7c,1595.52,207,"Garcia, Taylor and Ramirez",97,2 years,"Change traditional my at special. Them whom place college far.
Total true agent young discover fill employee. Inside company arrive character include that. My community not just politics.",2021-12-24,Out of Stock
6294,Simple Bank,94,ebd251d8-fd30-4a77-8ea7-568f9022efb6,950.93,992,Jackson Ltd,115,1 year,"Many be appear itself soldier. Goal economy hot let. Focus little kid card card lot always.
Significant tend similar keep class. Prevent upon technology strategy leave. Training body in decade.",2021-02-20,Out of Stock
9672,Plant Country,74,2982691b-6b10-49b6-a8e8-381697638919,810.6,891,Higgins LLC,136,2 years,"Director mother argue first job capital. Beautiful how know break same.
Wife instead fight create good song. Man goal people lose assume.
Feel treat skin article charge. Measure imagine with.",2023-02-18,Available
1556,Ahead Carry,95,5d53a621-f3b9-4dd0-afb3-b557c5434359,166.22,302,Reyes PLC,184,3 years,"Continue evidence plan full culture. Chance military only rise send table movement.
Involve single dark wind.",2020-04-15,Out of Stock
1220,Sister More,91,4ff7cb1b-dab3-4447-99fd-b2e18a03f484,3315.15,665,Gordon Inc,131,3 years,"Indicate help someone voice day others. Behind successful believe them spend child marriage.
Others car blue catch support beautiful point old. Movement body decade audience hear hot day safe.",2020-04-13,Out of Stock
6773,Specific Eye,37,1895d2d5-53f4-402a-a24a-90041411fd6c,3156.33,674,Cruz-Mclean,50,1 year,"Effort use hit major film. Inside arrive southern.
Significant everything level state.",2022-04-19,Available
8266,Really Box,73,88aa0634-28ea-40f9-8c6c-b48b8d77ddc1,3372.54,484,Mitchell-Torres,36,2 years,"Project force on water. Pattern accept yes why. Anyone wait body late effect religious.
Scene man probably write glass.",2021-01-31,Discontinued
4219,Order Question,83,58ba7b6c-c072-48dd-a4e4-f0cde035731e,4212.94,72,Davis Inc,30,3 years,"Two its character message grow. Which bit week. Property hand so piece call.
Later direction easy teacher skin heavy point. Car approach security hope class should. Share man heavy research.",2020-04-28,Discontinued
2193,Lose Could,13,bc22b0fe-d6ed-4e1a-9ac9-d8777feaafdd,4697.68,366,"Kennedy, King and Mcmillan",125,1 year,"Style big door animal growth hot speak owner. Toward majority will benefit. Majority mouth player quite.
South easy chance trouble expect apply region. Do level ability.",2023-11-06,Available
54,Imagine Might,43,0584129b-5fd1-44c8-932f-4fb21e77b60f,2702.67,208,"Proctor, Walsh and Roberts",30,2 years,Option under former wall work might picture. Green become party ask other worry above. Necessary sort western rock catch skill image.,2021-07-26,Available
1927,Heavy Little,1,a9762f40-4675-47b7-aeed-514d36a54ef8,3838.56,393,Graves-Stephens,114,1 year,Not gun marriage effort also. Type soon focus cost really great black. Turn team doctor personal current information must.,2021-05-18,Out of Stock
4230,Movement Hit,8,b9c720da-4f44-4086-ba79-bbec570a55b1,4670.16,462,Rivers Group,37,1 year,"Lawyer decide control teacher recently. Religious go station his social station.
We impact service drop professional. Husband chance force.",2020-09-29,Available
4798,Here Piece,70,800aaf27-2854-4f2d-bd17-1a820b2dbfdc,4817.73,302,Frost-Jackson,182,3 years,"Radio happen choice management system maybe. Trouble success class.
Worker catch wish per. Moment already new he while significant. Develop above what herself rest decide.",2020-03-27,Available
4980,Effort Easy,23,bc45a3d8-c14d-4302-96f1-974a56fc9d04,4534.42,705,"Bailey, Evans and Lindsey",64,6 months,"Official family hear process local.
Focus camera tree next could say. Goal two over how call series.",2022-12-12,Out of Stock
3601,Nor Maintain,1,114cc787-3f89-41a5-9956-0cfae742c31b,1407.05,235,Gallagher Inc,185,6 months,"Million group meeting add fund.
Old hear central feeling song. Lead spring may personal very everyone. Go pass forward Democrat inside.",2023-07-04,Discontinued
7777,Read Sell,5,597aa0af-5c77-4e7d-b83e-92ab05a2f317,979.92,473,"Fernandez, Marquez and Stark",4,3 years,"Both child people deal huge series. Heavy seem themselves hold participant positive authority.
Involve write see realize.",2022-11-26,Discontinued
108,Anything Value,69,acf0dc32-9992-4b70-b12e-2b2829e43045,3008.14,954,Craig Ltd,138,6 months,"Establish sea case clear weight sort able. May including time deal. Type scene probably out check or standard.
Ball discussion low treatment design total record. Book sport rather speak office.",2020-03-08,Available
6800,Whose Less,92,dccd167a-97a2-4f6d-8d6e-ce354f13781d,4808.6,140,"Martinez, Stewart and Jimenez",79,6 months,"Manage side price half summer range road. Realize rich century receive. Form as card policy.
Mean rich leader success common ahead maybe to. Remember we morning. Various in add everyone future she.",2020-02-25,Available
3909,Education Rich,8,a8e3732b-9020-44f3-80e2-766aee9ca3c3,4096.72,960,Cordova and Sons,156,3 years,Son seek drive fine method. Usually herself rise plant brother. At you data strategy act.,2022-04-17,Discontinued
9673,Yet Avoid,100,3aa77a1a-454c-468a-8acd-2a1fb979bee8,1869.62,906,"Pittman, Gonzalez and Norman",182,3 years,"Ok above capital a. Perform itself option at agree other business inside.
Think wall week ball. Debate type baby population according director. All body down over water other difference.",2021-08-14,Available
1373,Forward Cell,23,01884f7e-f461-4734-80e4-d2915bdc5ba0,1138.42,361,Ortiz-Brown,155,2 years,Idea industry agree ability week. Probably ball everybody service seem. Long important whole thank particular create beyond maybe.,2021-10-22,Discontinued
4032,Physical Ask,59,cee8a061-61d9-4d85-8619-024f70f9a59f,1849.36,338,Huff and Sons,200,1 year,"Fill instead get federal. Seem whose ground cell.
Space once Democrat trade rise. Front recent charge country I player. Argue unit whatever more paper sing eye. Congress forget identify.",2021-02-25,Available
5728,Painting Address,100,1bd96da9-4757-490f-adf1-0ec8ce66588d,1715.43,628,Miles LLC,198,6 months,"Hospital simple space middle drop allow tree. Dog go fight above look begin per.
Throughout peace even out. Able threat discuss spring great up. Politics so memory.",2024-01-06,Available
809,Front Front,74,17c5984f-b014-4425-bdfd-f358ef47c1b9,101.31,412,Graham-Griffith,111,3 years,"Discover down close. Call piece usually character thus old. Blood state factor yeah thousand theory your board.
Early prepare may population country international growth. Rate born only style.",2023-05-19,Available
6994,High Good,17,8254731f-bffa-4af2-be2b-8853903d1eb9,276.22,144,"Alexander, Potts and Hughes",159,3 years,"Foot her system all quality hard. Half partner specific eat big to. Success join fund low significant when game.
Rise indeed mean car. Employee international possible administration edge do behind.",2022-06-05,Available
3676,Military Including,13,62ac8c9e-7c1c-4ddc-adac-776ae6f62f84,110.77,143,Castro-Wright,148,3 years,"At other black upon. Poor camera middle such over.
Type evening strategy level.",2023-07-18,Out of Stock
2960,Back Sea,81,6aac339a-c577-4514-b964-96e5a0e10230,472.07,487,"Smith, Chandler and Owen",19,6 months,"Analysis require past gun family recent offer. For officer animal member.
Exactly game medical often Mr explain discuss. Practice seem next better.",2020-12-19,Out of Stock
5975,Low Positive,91,46b6a47f-8b3e-4652-b5d3-76ec5e0ee434,4979.05,235,"Holt, Barnes and Morgan",101,2 years,Movement arm approach little arm song it phone. Rule top market since yourself end reveal. He hundred several consumer.,2023-03-21,Out of Stock
9956,Building Night,96,a3f7f4f9-833f-4ff1-8e68-d023ba042b4a,592.98,286,"Davis, Price and Johnson",163,6 months,"Cover later everything per enough race whose. Themselves wide support success.
Require author perform stop base. Above air huge get stage manage employee land.",2023-05-24,Out of Stock
2038,Store Ask,72,003b75e7-de29-4f62-b8f1-e5d01e45432e,1311.02,809,"Wilcox, Galloway and Simmons",112,6 months,Analysis life chair energy short happy head. Want have fine. Economy leader land he tonight they participant.,2024-01-22,Available
6452,Little Sister,74,603fd1aa-b93c-49ec-8176-11e2fd3b117c,1999.13,169,"Ray, Malone and Liu",113,6 months,"Across page score record able floor.
Picture example continue wait man. Treat itself person nature effort. That front rather can.",2023-01-04,Available
9019,Even Adult,95,727636c7-1320-4d48-9714-0bb3b139429e,4327.29,764,"Lopez, Sanchez and Collins",170,1 year,"Animal structure see accept technology appear future. Page bar certainly customer movement. Improve history career.
Skin themselves fire together account. Style side speak site protect.",2023-10-15,Discontinued
9983,Want Shoulder,71,e16e23e0-8a88-413e-b8fc-72af1c8a2df7,3428.05,36,Ramos and Sons,40,1 year,"Hot under all set. Turn behind local institution statement. Anyone employee early attack.
Dark choose whether and goal individual. Play hard audience approach father. Last part paper.",2020-10-06,Available
2307,Contain Green,42,85843d81-4698-4804-a480-7f19d2d39d5e,2681.73,144,Barry LLC,62,6 months,Give sit shake citizen hear professional. Middle region point strategy throw.,2021-08-18,Available
2080,Dinner Idea,88,55703011-f03d-400c-898c-fa9d792a1f59,870.39,535,Jones Ltd,36,2 years,"Role put college material under. Week indeed protect onto draw sister over. Tell media vote nice dream father son cell.
Drive as by artist.",2023-08-24,Out of Stock
142,Need Result,66,422fc543-4710-4b37-a6c7-dcac32738457,3084.37,291,"Castro, Campbell and Mcgrath",137,6 months,That modern main increase. Design buy score it baby policy. Level realize pick politics. Better late walk also left.,2022-05-24,Discontinued
